commit	val_bpb	memory_gb	status	description
exp001	1.152554	6.4	keep	baseline
exp002	1.154944	6.5	discard	parameter-matched SwiGLU FFN replaces ReluSquared MLP
exp003	1.166042	6.1	discard	shared single-head KV projections for multi-query attention
exp004	1.148382	6.5	keep	alternating short/full attention layers for earlier global mixing
exp005	1.146236	6.5	keep	quarter-width local window inside alternating local/global attention
exp006	1.145500	6.5	keep	one-eighth local window inside alternating local/global attention
exp007	1.141353	6.5	keep	one-sixteenth local window inside alternating local/global attention
exp008	1.143550	6.5	discard	one-thirty-second local window inside alternating local/global attention
exp009	1.147307	6.5	discard	SSLL attention cycle with one-sixteenth local windows
exp010	1.146451	6.5	discard	first local layer uses 1/32 window while later local layers stay at 1/16 in alternating local/global attention
exp011	2.928392	6.5	discard	tied input/output embeddings on top of the 1/16 alternating local/global attention stack
exp012	1.146991	6.5	discard	global-first alternating local/global attention with 1/16 local windows
exp013	1.147825	8.2	discard	8-layer same-width version of the 1/16 alternating local/global attention stack
exp014	1.154782	6.5	discard	move value embeddings to short-window layers instead of global layers in the 1/16 alternating local/global stack
exp015	1.143271	6.5	discard	first local layer uses 1/8 window while later local layers stay at 1/16 in alternating local/global attention
exp016	1.170834	6.5	discard	same-width 8x40 attention heads replace 5x64 heads in the 1/16 alternating local/global stack
exp017	1.147729	6.0	discard	reduce FFN expansion from 5x to 4x in the 1/16 alternating local/global attention stack
exp018	1.144538	6.9	discard	increase FFN expansion from 5x to 6x in the 1/16 alternating local/global attention stack
exp019	1.142279	6.5	discard	last local layer uses 1/8 window while earlier local layers stay at 1/16 in alternating local/global attention
exp020	1.141285	6.6	keep	value embeddings on every layer in the 1/16 alternating local/global attention stack
exp021	1.152805	6.6	discard	same-width 4x80 attention heads replace 5x64 heads in the every-layer value-embedding alternating local/global attention stack
exp022	1.143885	6.6	discard	full-width gates for every-layer value embeddings in the 1/16 alternating local/global attention stack
exp023	1.183053	6.4	discard	same-width 10x32 query heads with 5x32 shared KV heads in the every-layer value-embedding alternating local/global attention stack
exp024	1.147393	6.6	discard	one-eighth local windows for the every-layer value-embedding alternating local/global attention stack
exp025	1.145720	6.2	discard	deeper narrower 7-layer 256-dim version of the every-layer value-embedding 1/16 alternating local/global attention stack
exp026	1.147277	6.7	discard	parameter-matched SwiGLU FFN replaces ReluSquared MLP in the every-layer value-embedding 1/16 alternating local/global attention stack
exp027	1.133508	6.7	keep	shallower wider 5-layer 384-dim version of the every-layer value-embedding 1/16 alternating local/global attention stack
exp028	1.138109	6.3	discard	parameter-matched 4-layer 448-dim version of the every-layer value-embedding 1/16 alternating local/global attention stack
exp029	1.129826	6.7	keep	full attention on all 5 layers of the 384-dim every-layer value-embedding stack
exp030	1.136440	6.4	discard	halve KV heads to 3 in the 5-layer 384-dim full-attention value-embedding stack
exp031	1.130590	7.2	discard	increase FFN expansion from 5x to 6x in the 5-layer 384-dim full-attention every-layer value-embedding stack
exp032	1.133720	7.7	discard	widen the 5-layer full-attention every-layer value-embedding stack to 448 dimensions
exp033	1.128926	6.3	keep	reduce FFN expansion from 5x to 4x in the 5-layer 384-dim full-attention every-layer value-embedding stack
exp034	1.146043	5.9	discard	remove value embeddings from the 5-layer 384-dim full-attention stack
exp035	1.138783	6.3	discard	swap ReluSquared MLP for GELU in the 5-layer 384-dim full-attention every-layer value-embedding stack
exp036	1.135379	6.9	discard	learned RMSNorm gains on the residual path of the 5-layer 384-dim full-attention every-layer value-embedding stack
exp037	2.948510	6.3	discard	tie token embedding and unembedding weights in the 5-layer 384-dim full-attention every-layer value-embedding stack
exp038	1.135082	6.0	discard	share one value-embedding table across all layers in the 5-layer 384-dim full-attention stack
exp039	1.149117	6.3	discard	increase attention head count from 6 to 8 in the 5-layer 384-dim full-attention every-layer value-embedding stack
exp040	1.128930	6.1	discard	restrict value embeddings to upper three layers of the 5-layer 384-dim full-attention stack
exp041	1.126756	6.2	keep	restrict value embeddings to upper four layers of the 5-layer 384-dim full-attention stack
exp042	1.126604	6.2	keep	taper upper-four-layer value-embedding strength by depth in the 5-layer 384-dim full-attention stack
exp043	1.127647	6.2	discard	normalize upper-four-layer value-embedding taper across only the active layers in the 5-layer 384-dim full-attention stack
exp044	1.126125	6.2	keep	raise the floor on the upper-four-layer value-embedding taper in the 5-layer 384-dim full-attention stack
exp045	1.134112	6.2	discard	RMS-normalize upper-four-layer value embeddings before gated injection into attention values
exp046	1.128759	6.2	discard	make the upper-four-layer value-embedding taper learnable, initialized from the exp044 depth schedule
exp047	1.126794	6.2	discard	compress the upper-four-layer value-embedding taper into a stronger 0.8-to-1.0 band in the 5-layer 384-dim full-attention stack
exp048	1.129975	7.2	discard	same-width 6-layer version of the exp044 full-attention upper-four-layer value-embedding stack
